,Unnamed: 0,label,original,hypothesis,modified
1172,1172,entailment,a man at a podium is speaking to a group of men at a conference.,people are listening to the speaker.,The people are listening to the voice speaker.
1173,1173,contradiction,a man at a podium is speaking to a group of men at a conference.,people are playing poker.,The people are playing poker.
1174,1174,entailment,two men stand and row a thin boat in the ocean.,the men are in the ocean,the three men are in the middle ocean
1175,1175,entailment,"two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.",some men are by water.,some white men are by running water.
1176,1176,entailment,two people on a floating device in the water on a nice day.,two people are together on a nice day.,two different people are together on a nice day.
1177,1177,entailment,two men are making their way across the ocean.,two men on the ocean,two white men on the right ocean
1178,1178,contradiction,two men are making their way across the ocean.,two women at the pool,two Chinese women at the swimming pool
1179,1179,neutral,two men are making their way across the ocean.,two men on a boat in the ocean.,two men on a fishing boat in the ocean.
1180,1180,contradiction,two people on a floating device in the water on a nice day.,two people are playing in the sand at the beach.,two white people are playing in the sand at the second beach.
1181,1181,neutral,two people on a floating device in the water on a nice day.,two people are on vacation.,two different people are on vacation.
1182,1182,neutral,two men stand and row a thin boat in the ocean.,the men are in a boat sailing the ocean,the men are in a large boat sailing the ocean
1183,1183,contradiction,two men stand and row a thin boat in the ocean.,the men are running in the dessert.,the white men are running in the dessert.
1184,1184,neutral,"two men one wearing a red shirt, and one wearing a white shirt are standing on a boat and paddling it to shore.",a man in red and a man in white are having a boat race,a two man in red and a man in white are having a big boat race
1185,1185,contradiction,"two men one wearing a red shirt, and one wearing a white shirt are standing on a boat and paddling it to shore.",a man in red and a man in white are fighting to the death on their boat.,a white man in red and a man in white are fighting to the death on their boat.
1186,1186,entailment,"two men one wearing a red shirt, and one wearing a white shirt are standing on a boat and paddling it to shore.",a man in red and a man in white are paddling a boat,a boat man in red and a man in white are paddling a small boat
1187,1187,contradiction,"two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.",some people are on land.,some like people are on Indian land.
1188,1188,entailment,"two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.",two men are out boating.,two white men are out boating.
1189,1189,entailment,two women and a man discuss notes in a classroom.,three people are in a classroom.,three white people are in a classroom.
1190,1190,neutral,two women and a man discuss notes in a classroom.,three people compare their answers to math problems.,three thousand people compare their best answers to maths problems.
1191,1191,neutral,"3 individuals at a desk, one male and one female on one side, and another female on the opposite side, seemingly working on solving a problem.",the people at the desk are pointing at a computer screen.,the two people at the desk are pointing at a computer display screen.
1192,1192,entailment,"3 individuals at a desk, one male and one female on one side, and another female on the opposite side, seemingly working on solving a problem.",the people at the desk at solving a problem.,the two people at the desk at solving a problem.
1193,1193,contradiction,"3 individuals at a desk, one male and one female on one side, and another female on the opposite side, seemingly working on solving a problem.",the people are in the middle of an empty room.,the white people are in the center middle of an empty white room.
1194,1194,neutral,one woman wearing a starred jacket is sitting at a table with papers across from a man with glasses and blue shirt and another woman wearing a vest,three people are sitting at a table talking about the womans starred jacket.,three people are sitting at a large table talking about the womans starred jacket.
1195,1195,entailment,one woman wearing a starred jacket is sitting at a table with papers across from a man with glasses and blue shirt and another woman wearing a vest,three people are sitting at a table.,three white people are sitting at a single table.
1196,1196,contradiction,one woman wearing a starred jacket is sitting at a table with papers across from a man with glasses and blue shirt and another woman wearing a vest,4 people are on a bench.,4 thousand people are on a bench.
1197,1197,contradiction,three non-traditional students work on a project.,three coworkers are sharing a pizza,three coworkers are sharing a pizza
1198,1198,neutral,three non-traditional students work on a project.,three friends are working on an art project,three friends are working on an underground art space project
1199,1199,entailment,three non-traditional students work on a project.,three students are working together,three students are working together
