,image_id,original,modified
4628,"925    130699
Name: id, dtype: int64","Several men are playing sports on a field near some trees, wall, bus, and several buildings in the background.","Several bearded men are playing sports on a field near some trees, wall, bus, and several buildings in the background."
4629,"925    130699
Name: id, dtype: int64",A bunch of kids on a field play soccer.,A bunch of kids on deck a field play soccer.
4630,"925    130699
Name: id, dtype: int64",Men playing soccer on a field at dusk.,Men sit playing soccer on a field at dusk.
4631,"925    130699
Name: id, dtype: int64",People playing a game on green grass in front of a building.,People playing a golf on green grass in front of a building.
4632,"925    130699
Name: id, dtype: int64",A group of guys playing a game on a field,A group of guys playing a game on such a field
4633,"926    215245
Name: id, dtype: int64",A group of zebra's playing and grazing in a field.,A group of zebra's eggs and grazing in a field.
4634,"926    215245
Name: id, dtype: int64",A grassy field with various zebras standing next to each other.,A grassy field with various tribes standing next to each other.
4635,"926    215245
Name: id, dtype: int64",A large group of zebra standing in the grass.,A large group of deer standing in the grass.
4636,"926    215245
Name: id, dtype: int64",A large group of zebras graze in the grasslands of africa,A large group of zebras seen in the grasslands of africa
4637,"926    215245
Name: id, dtype: int64",a bunch of zebras out in a grassy field,a bunch of zebras out in a grassy dirt field
4638,"927    91921
Name: id, dtype: int64",A zebra standing next to a  zebra laying on the ground.,A zebra standing next to another a  zebra laying on the ground.
4639,"927    91921
Name: id, dtype: int64",The zebras are behind the fence in the zoo,The zebras are behind the fence fencing in the zoo
4640,"927    91921
Name: id, dtype: int64",A pair of animals living in a habitat.,A pair of animals calmly living in a habitat.
4641,"927    91921
Name: id, dtype: int64",a grassy field with two zebras in it,a grassy field with over two zebras in it
4642,"927    91921
Name: id, dtype: int64",Some zebras are on a plain of sands and grass. ,Some zebras are on a virgin plain of sands and grass. 
4643,"928    218424
Name: id, dtype: int64",A group of zebra standing next to each other.,A group of zebra standing next each to each other.
4644,"928    218424
Name: id, dtype: int64",A group of four zebras standing in different positions.,A group of four zebras standing in different vertical positions.
4645,"928    218424
Name: id, dtype: int64",Four zebra are standing next to each other in a field.,Four zebra laying next to each other in a field.
4646,"928    218424
Name: id, dtype: int64",Four zebras stand together in a grassy plain.,Four zebras stand together in a grassy scrub plain.
4647,"928    218424
Name: id, dtype: int64",Four zebras on a dirt path looking in different directions.,Four zebras on its path looking in different directions.
4648,"929    473974
Name: id, dtype: int64",A group of zebra standing in the tall grass.,Unknown group of zebra standing in the tall grass.
4649,"929    473974
Name: id, dtype: int64",A herd of zebra are grazing on tall dry grass.,A herd of yellow zebra are grazing on tall dry grass.
4650,"929    473974
Name: id, dtype: int64",A number zebras grazing in the woods. ,A number zebras grazing in In the woods. 
4651,"929    473974
Name: id, dtype: int64",A group of zebras in a grassy area next to trees.,A group of zebras in a damp grassy area next to trees.
4652,"929    473974
Name: id, dtype: int64",A herd of zebra in dry vegetation near dry trees.,A herd of zebra in dry vegetation stand near dry trees.
4653,"930    405249
Name: id, dtype: int64",a child blows out the candles on a birthday cake.,a child blows back out the candles on a birthday cake.
4654,"930    405249
Name: id, dtype: int64",A group of kids at a table with a cake.,A group of volunteers at a table with a cake.
4655,"930    405249
Name: id, dtype: int64",A group of young children sitting around a chocolate cake.,A group of young children sitting around preparing a chocolate cake.
4656,"930    405249
Name: id, dtype: int64",Several children are around a table at a birthday party.,Several children are around putting a table at a birthday party.
4657,"930    405249
Name: id, dtype: int64",Many people around a chocolate birthday cake with candles.,Many people around a chocolate mug with candles.
4658,"931    235784
Name: id, dtype: int64",A women who is walking in the snow on skis.,A women who is walking in near the snow on skis.
4659,"931    235784
Name: id, dtype: int64",a man wlaks down a snowy tundra field,a man wlaks down a snowy Norway tundra field
4660,"931    235784
Name: id, dtype: int64",A woman is standing in the middle of the snow with ski sticks as the sun rises in the background.,A woman is standing in the quiet middle of the snow with ski sticks as the sun rises in the background.
4661,"931    235784
Name: id, dtype: int64",A woman hiking across snow covered ground with two ski poles.,A woman hiking across wet covered ground with two ski poles.
4662,"931    235784
Name: id, dtype: int64",a kid stands in the snow on his skiis,a kid stands in amongst the snow on his skiis
4663,"932    521540
Name: id, dtype: int64",A banana is on a plate with cookies and peanut butter.,A banana is on a plate with lettuce and peanut butter.
4664,"932    521540
Name: id, dtype: int64","banana partly sliced, peanut butter on a spoon, and cookies ","banana bananas sliced, peanut butter on a spoon, and cookies "
4665,"932    521540
Name: id, dtype: int64",The plate has a banana being sliced near cookies.,The plate has a banana being hastily sliced near cookies.
4666,"932    521540
Name: id, dtype: int64",Banana with peanuts butter and crackers on a plate. ,Banana with broccoli and crackers on a plate. 
4667,"932    521540
Name: id, dtype: int64","A plate with a banana that is cut up, cookies and a spoon on it. ","A plate with food that is cut up, cookies and a spoon on it. "
4668,"933    537506
Name: id, dtype: int64",A person is holding two apples on a plate at sum sort of celebration.,A person is holding two apples on a plate at sum sort ful of celebration.
4669,"933    537506
Name: id, dtype: int64",A man serves a sliced apple to one of his friends,A man willingly serves a sliced apple to one of his friends
4670,"933    537506
Name: id, dtype: int64",The person holds a plate with two red apples near pedestrians holding umbrellas. ,The person holds water with two red apples near pedestrians holding umbrellas. 
4671,"933    537506
Name: id, dtype: int64",A group of people standing on the side of a road.,A group of Jewish people standing on the side of a road.
4672,"933    537506
Name: id, dtype: int64","A group of people wait near a wedding procession of cars, one of them holding two apples.","A group of people wait near a wedding procession of cars, one of them producing two apples."
4673,"934    119445
Name: id, dtype: int64",A batter misses a baseball while a empire tries to catch it .,A Orioles batter misses a baseball while a empire tries to catch it .
4674,"934    119445
Name: id, dtype: int64",There is a baseball player who swung for the ball,There is truly a baseball player who swung for the ball
4675,"934    119445
Name: id, dtype: int64",A group of men on a field playing baseball.,A group of men on Wednesday playing baseball.
4676,"934    119445
Name: id, dtype: int64",A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.,A baseball player swings his bat while a ball floats above his head towards the manager and umpire.
4677,"934    119445
Name: id, dtype: int64",a baseball player swinging a bat at a ball,a baseball player swinging a bat at a pole
4678,"935    507015
Name: id, dtype: int64",a group of young people playing baseball in a field,a group of young Filipino people playing baseball in a field
4679,"935    507015
Name: id, dtype: int64",Baseball players are on the field during a game.,Baseball players are on the the field during a game.
4680,"935    507015
Name: id, dtype: int64",A young baseball player tagging up at third base.,A young baseball player tagging up at Atlanta third base.
4681,"935    507015
Name: id, dtype: int64",five baseball players with a runner on the base,five baseball players with a runner on the tying base
4682,"935    507015
Name: id, dtype: int64",Baseball players in their uniforms on a baseball field.,Baseball players in cages on a baseball field.
4683,"936    173830
Name: id, dtype: int64",A skier in a squat position on skies skiing downhill.,A skier in a squat position on skies skiing beach.
